"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-171.19864191648176,-0.9803921568627452
0.4,1.25,0.05,0.05,-169.43271128642957,-0.9702793164810354
0.4,1.25,0.05,0.05,-169.535723501073,-0.9708692298481446
0.4,1.25,0.05,0.05,-169.03393340566032,-0.9679956610602918
0.4,1.25,0.05,0.05,-168.53939874239057,-0.9651636414850259
0.4,1.25,0.05,0.05,-168.56992509027782,-0.9653384547412018
0.4,1.25,0.05,0.05,-168.2169602115174,-0.9633171536671341
0.4,1.25,0.05,0.05,-169.892838112395,-0.9729142949264762
0.4,1.25,0.05,0.05,-170.81866047668538,-0.9782161418011799
0.4,1.25,0.05,0.05,-169.33634968058666,-0.9697274887239136
0.4,1.25,0.05,0.05,-168.88794183735166,-0.9671596206166548
0.4,1.25,0.05,0.05,-168.35672275880844,-0.9641175227801914
0.4,1.25,0.05,0.05,-170.09261056270395,-0.974058318858253
0.4,1.25,0.05,0.05,-169.7664601202169,-0.9721905742769168
0.4,1.25,0.05,0.05,-170.34333568627335,-0.9754941301586475
0.4,1.25,0.05,0.05,-169.24760064330752,-0.969219255369352
0.4,1.25,0.05,0.05,-168.27588405537435,-0.9636545890213102
0.4,1.25,0.05,0.05,-169.67725267081232,-0.9716797157633742
0.4,1.25,0.05,0.05,-167.58841900959834,-0.9597177275401023
0.4,1.25,0.05,0.05,-169.5455345890901,-0.9709254143694386
