"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-160.41066157696366,-0.9803921568627451
0.4,1.25,0.05,0.05,-160.59837111394708,-0.981539393312104
0.4,1.25,0.05,0.05,-159.99145652350273,-0.9778300743771421
0.4,1.25,0.05,0.05,-158.22742680822853,-0.9670487405161264
0.4,1.25,0.05,0.05,-158.6928961944693,-0.9698935796997815
0.4,1.25,0.05,0.05,-159.62393530106942,-0.9755838712855768
0.4,1.25,0.05,0.05,-160.40284936370182,-0.9803444104565252
0.4,1.25,0.05,0.05,-157.8204704509201,-0.96456151917455
0.4,1.25,0.05,0.05,-191.1705634946009,-1.16838942767663
0.4,1.25,0.05,0.05,-190.7793703288336,-1.1659985472465748
0.4,1.25,0.05,0.05,-190.70567312924783,-1.1655481273321728
0.4,1.25,0.05,0.05,-190.47275778144444,-1.1641246036215007
0.4,1.25,0.05,0.05,-191.34490921968722,-1.1694549876573495
0.4,1.25,0.05,0.05,-190.11259271115063,-1.1619233595980631
0.4,1.25,0.05,0.05,-191.40181511921645,-1.1698027831032958
0.4,1.25,0.05,0.05,-190.43867752798852,-1.1639163131446484
