"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-161.76390519496385,-0.9803921568627451
0.4,1.25,0.05,0.05,-160.61988032241027,-0.9734586384678
0.4,1.25,0.05,0.05,-159.75321118043306,-0.9682060722147452
0.4,1.25,0.05,0.05,-160.0668330241886,-0.9701068200698876
0.4,1.25,0.05,0.05,-160.55928120627857,-0.9730913692794312
0.4,1.25,0.05,0.05,-158.47209571330907,-0.9604416976190026
0.4,1.25,0.05,0.05,-159.57926920654364,-0.9671518732156243
0.4,1.25,0.05,0.05,-160.84976648888326,-0.9748518948577822
0.4,1.25,0.05,0.05,-190.55453847059152,-1.1548817070533008
0.4,1.25,0.05,0.05,-190.26998068206728,-1.1531571058593129
0.4,1.25,0.05,0.05,-190.25232836378677,-1.1530501215826179
0.4,1.25,0.05,0.05,-190.53571703596887,-1.1547676371879454
0.4,1.25,0.05,0.05,-190.63251760193504,-1.1553543101885675
0.4,1.25,0.05,0.05,-190.98366619657597,-1.1574824940233015
0.4,1.25,0.05,0.05,-191.0479977989986,-1.1578723844526748
0.4,1.25,0.05,0.05,-190.64134683227547,-1.1554078209403418
