"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-167.5528932690901,-0.9803921568627451
0.4,1.25,0.05,0.05,-166.6823908631407,-0.9752986385434145
0.4,1.25,0.05,0.05,-166.2299961426069,-0.9726515685515812
0.4,1.25,0.05,0.05,-164.77046231368905,-0.9641114861296748
0.4,1.25,0.05,0.05,-165.4250537387071,-0.9679416575252033
0.4,1.25,0.05,0.05,-166.4035026359066,-0.9736667966498664
0.4,1.25,0.05,0.05,-167.6474169636225,-0.980945237665763
0.4,1.25,0.05,0.05,-167.6855669739246,-0.9811684625242222
0.4,1.25,0.05,0.05,-166.24415890162444,-0.9727344382507516
0.4,1.25,0.05,0.05,-168.219487504913,-0.9842925595825065
0.4,1.25,0.05,0.05,-161.8896090379838,-0.9472549227993249
0.4,1.25,0.05,0.05,-158.22721646871656,-0.9258253856531324
0.4,1.25,0.05,0.05,-158.34813971870477,-0.9265329365856037
0.4,1.25,0.05,0.05,-160.26479385304575,-0.9377477395297023
0.4,1.25,0.05,0.05,-160.59785967533657,-0.9396965875234432
0.4,1.25,0.05,0.05,-157.57163484555895,-0.9219894203708447
0.4,1.25,0.05,0.05,-156.75710042647682,-0.9172233841635179
0.4,1.25,0.05,0.05,-159.1979682823298,-0.9315054872960103
0.4,1.25,0.05,0.05,-157.8053500904839,-0.9233569443126468
0.4,1.25,0.05,0.05,-160.29462162043856,-0.937922268949267
