"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-163.1877684129429,-0.9803921568627451
0.4,1.25,0.05,0.05,-159.96652276762032,-0.9610397017325845
0.4,1.25,0.05,0.05,-159.2377349728731,-0.9566613231020278
0.4,1.25,0.05,0.05,-159.59550831731016,-0.9588107377562747
0.4,1.25,0.05,0.05,-159.00274472166527,-0.9552495592090355
0.4,1.25,0.05,0.05,-160.07814428194192,-0.9617102964606226
0.4,1.25,0.05,0.05,-158.27857445535085,-0.9508989215587228
0.4,1.25,0.05,0.05,-159.94268374939264,-0.9608964827479447
0.4,1.25,0.05,0.05,-190.3820227196299,-1.143768578351283
0.4,1.25,0.05,0.05,-190.39421788954292,-1.14384184394619
0.4,1.25,0.05,0.05,-190.09479236332515,-1.1420429686976141
0.4,1.25,0.05,0.05,-189.53589551278736,-1.138685253262864
0.4,1.25,0.05,0.05,-188.9019976111874,-1.1348769498769893
0.4,1.25,0.05,0.05,-189.78030215097806,-1.140153588503291
0.4,1.25,0.05,0.05,-189.1899921502021,-1.136607150553273
0.4,1.25,0.05,0.05,-189.3277105699206,-1.1374345290992307
