"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-167.29429226721962,-0.9803921568627452
0.4,1.25,0.05,0.05,-166.76717036443227,-0.9773030725180275
0.4,1.25,0.05,0.05,-166.24160210128008,-0.9742230929436655
0.4,1.25,0.05,0.05,-164.23777509242657,-0.9624800964757899
0.4,1.25,0.05,0.05,-166.46108217425223,-0.9755093086251059
0.4,1.25,0.05,0.05,-165.70985921955406,-0.9711069283474516
0.4,1.25,0.05,0.05,-164.83018698126332,-0.9659517987172512
0.4,1.25,0.05,0.05,-165.97227598273128,-0.9726447652512792
0.4,1.25,0.05,0.05,-167.3717040636826,-0.9808458120178162
0.4,1.25,0.05,0.05,-166.01023013209178,-0.9728671873665178
0.4,1.25,0.05,0.05,-165.40393537546248,-0.9693141275693735
0.4,1.25,0.05,0.05,-159.99183392335337,-0.9375976730275892
0.4,1.25,0.05,0.05,-160.54495494256622,-0.9408391195927
0.4,1.25,0.05,0.05,-157.08075978666625,-0.9205379502302606
0.4,1.25,0.05,0.05,-155.4737102499718,-0.9111201826536565
0.4,1.25,0.05,0.05,-157.97443250737592,-0.9257751266713222
0.4,1.25,0.05,0.05,-158.67699902251005,-0.929892366367771
0.4,1.25,0.05,0.05,-159.75689827412057,-0.9362208832713231
0.4,1.25,0.05,0.05,-159.33602226359562,-0.9337544300879039
0.4,1.25,0.05,0.05,-159.53956706082056,-0.9349472605190271
