"x","y","z"
-0.03127465024590492,-0.0035350474063307047,1.0097267627716064
-0.031203046441078186,-0.0035255758557468653,1.009662389755249
-0.031202170997858047,-0.0035267097409814596,1.0096373558044434
-0.031127071008086205,-0.003514885436743498,1.0095714330673218
-0.03102085553109646,-0.0034640554804354906,1.0095220804214478
-0.03084339201450348,-0.0033527794294059277,1.0094847679138184
-0.030736980959773064,-0.0032901510130614042,1.0094764232635498
-0.030461663380265236,-0.0030998371075838804,1.0094574689865112
-0.030238782986998558,-0.0029788073152303696,1.009435772895813
-0.030046788975596428,-0.003002486890181899,1.009372353553772
-0.0300502460449934,-0.003189075505360961,1.0092799663543701
-0.030138954520225525,-0.0033183135092258453,1.0092716217041016
-0.030618127435445786,-0.0038933015894144773,1.0092942714691162
-0.03141501545906067,-0.00480192294344306,1.009181022644043
-0.032594840973615646,-0.006133692339062691,1.009251594543457
-0.03325723111629486,-0.007003368344157934,1.0090981721878052
-0.035040684044361115,-0.008958082646131516,1.0090957880020142
-0.037460457533597946,-0.011480621062219143,1.0090782642364502
-0.040379349142313004,-0.01476002112030983,1.008948564529419
-0.042143262922763824,-0.016191208735108376,1.009034514427185
-0.045953188091516495,-0.020474331453442574,1.0088562965393066
-0.05048677325248718,-0.025093775242567062,1.0088058710098267
-0.05565185844898224,-0.0302619319409132,1.0087769031524658
-0.06176946312189102,-0.036193665117025375,1.00879967212677
-0.06496495008468628,-0.03953259065747261,1.0087015628814697
-0.07213924080133438,-0.04654751718044281,1.0087100267410278
-0.07992150634527206,-0.05407095327973366,1.0087718963623047
-0.08849947899580002,-0.06252852082252502,1.0087560415267944
-0.09793419390916824,-0.07148285210132599,1.0088410377502441
-0.10276560485363007,-0.07608857750892639,1.008902907371521
-0.11317524313926697,-0.08587310463190079,1.0090101957321167
-0.1242799237370491,-0.09629129618406296,1.0090885162353516
-0.13606323301792145,-0.1070903092622757,1.0092997550964355
-0.14211200177669525,-0.11260408163070679,1.0093810558319092
-0.15475687384605408,-0.12414992600679398,1.0095475912094116
-0.16773760318756104,-0.13600242137908936,1.0096927881240845
-0.1814897507429123,-0.14820754528045654,1.0098387002944946
-0.19572874903678894,-0.16051927208900452,1.0101019144058228
-0.2029465138912201,-0.16700220108032227,1.0101170539855957
-0.21762967109680176,-0.17975926399230957,1.0102319717407227
-0.23272056877613068,-0.1925409436225891,1.0104237794876099
-0.24810203909873962,-0.20555990934371948,1.0105490684509277
-0.25594162940979004,-0.21195614337921143,1.0106033086776733
-0.2716138958930969,-0.2250252068042755,1.0105890035629272
-0.2874959707260132,-0.23788614571094513,1.01067054271698
-0.3036421239376068,-0.2505286633968353,1.010810375213623
-0.3196847438812256,-0.26323577761650085,1.0108013153076172
-0.32789453864097595,-0.2692926228046417,1.0108983516693115
-0.3440338969230652,-0.28163978457450867,1.0109844207763672
-0.36030468344688416,-0.29347512125968933,1.0112048387527466
-0.3765094578266144,-0.305210143327713,1.0113091468811035
-0.39288467168807983,-0.3162367045879364,1.0116850137710571
-0.40080025792121887,-0.3218372166156769,1.011730432510376
