"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-169.6046339938036,-0.9803921568627451
0.4,1.25,0.05,0.05,-166.7417446777764,-0.9638433505871941
0.4,1.25,0.05,0.05,-166.06183742118836,-0.9599131764754576
0.4,1.25,0.05,0.05,-168.29666245046855,-0.9728314846553325
0.4,1.25,0.05,0.05,-166.59067639952744,-0.9629701070226847
0.4,1.25,0.05,0.05,-167.30012630474138,-0.9670710511206165
0.4,1.25,0.05,0.05,-166.0368712823323,-0.9597688608035018
0.4,1.25,0.05,0.05,-167.8408135604052,-0.9701964701158771
0.4,1.25,0.05,0.05,-166.61010813917886,-0.9630824313424857
0.4,1.25,0.05,0.05,-169.08958223698704,-0.9774149227455465
0.4,1.25,0.05,0.05,-167.50180585000908,-0.9682368508969794
0.4,1.25,0.05,0.05,-167.12924202185948,-0.9660832620094142
0.4,1.25,0.05,0.05,-168.4909617902634,-0.9739546234772674
0.4,1.25,0.05,0.05,-167.14977615956658,-0.9662019586928828
0.4,1.25,0.05,0.05,-167.57541669618644,-0.9686623551686077
0.4,1.25,0.05,0.05,-169.5070715285176,-0.9798282013061176
0.4,1.25,0.05,0.05,-171.44703708580758,-0.9910420872251807
0.4,1.25,0.05,0.05,-172.5434131728161,-0.997379641166745
0.4,1.25,0.05,0.05,-172.43519326604593,-0.9967540807364931
0.4,1.25,0.05,0.05,-171.860990940065,-0.9934349293454726
