"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-160.87237108269332,-0.9803921568627451
0.4125904709074337,1.4228530733879925,0.051492566007976213,0.05064605463569356,-158.40131088904283,-0.9653329641829443
0.4477468248020106,1.4381254320112786,0.055644175055519184,0.058882534894585045,-152.44902217214477,-0.9290583874227758
0.43062007883176356,1.7568901652116617,0.05312824715826257,0.05687832836224594,-153.9404282481684,-0.938147349124468
0.4853545628788969,1.214838742966017,0.05724291707415557,0.07172121764870326,-144.30788709373815,-0.8794444921024459
0.49782500606074837,1.68935804472198,0.06110676290593613,0.06595095861745773,-143.58976923838065,-0.8750681215152698
0.475724151924636,1.2412379455828273,0.05647365270977807,0.09368719730271001,-147.69123429977276,-0.9000633655759697
0.5290406491052166,0.9777100965845648,0.05735338757128048,0.062024593353271484,-143.4614828471671,-0.8742863155971278
0.5318631965812209,2.0228882204597842,0.06156371299950043,0.06917982633261616,-187.04126678653333,-1.1398712515583536
0.5851432158258535,1.3043413328122533,0.06110676290593613,0.06595095861745773,-160.79915765951085,-0.9799459779111819
0.4595448111855567,1.7158588862631694,0.06695411681904592,0.08294779416129835,-190.62597225993392,-1.16171724728237
0.5445998168980347,1.7213250990298745,0.050932629867792185,0.06674528121948242,-177.70237180238314,-1.0829579398777585
0.5554833298212845,0.9372882798546794,0.06036486292173012,0.08563357046990422,-144.75722479288575,-0.8821828563912436
0.5318631965812209,0.6395071450177026,0.06156371299950043,0.09923295490613651,-168.54893651828405,-1.0271748610278262
0.42619679461034476,0.9169889079520949,0.05414638726838109,0.06556510925292969,-170.6710627436159,-1.0401075721775774
0.45984509335070767,1.5094346873252549,0.05283851078270299,0.034919709458036255,-182.26773405380203,-1.110780277016232
