"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-161.12836048403466,-0.9803921568627451
0.4,1.25,0.05,0.05,-158.13427056381744,-0.9621744932192698
0.4,1.25,0.05,0.05,-157.32352838820646,-0.957241499003856
0.4,1.25,0.05,0.05,-158.13912810604546,-0.9622040491353586
0.4,1.25,0.05,0.05,-154.86321073217135,-0.9422715947230591
0.4,1.25,0.05,0.05,-157.32223533660152,-0.9572336313780199
0.4,1.25,0.05,0.05,-158.81030864215714,-0.9662878747974959
0.4,1.25,0.05,0.05,-156.83112819774055,-0.9542454697305468
0.4,1.25,0.05,0.05,-190.3614140203552,-1.1582618771408033
0.4,1.25,0.05,0.05,-189.57318905187572,-1.1534658898011492
0.4,1.25,0.05,0.05,-190.55189731130395,-1.1594208805831432
0.4,1.25,0.05,0.05,-189.64940304423095,-1.1539296169819124
0.4,1.25,0.05,0.05,-190.11803768354923,-1.1567810437787944
0.4,1.25,0.05,0.05,-189.06396310104114,-1.1503674834947146
0.4,1.25,0.05,0.05,-190.1582999933915,-1.157026021464088
0.4,1.25,0.05,0.05,-188.65057902790159,-1.1478522310471595
