"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-168.691600871611,-0.9803921568627451
0.4,1.25,0.05,0.05,-165.90431175314177,-0.9641931500566155
0.4,1.25,0.05,0.05,-167.18393556475598,-0.9716299942276315
0.4,1.25,0.05,0.05,-164.28387305270186,-0.954775577489993
0.4,1.25,0.05,0.05,-165.26671637003176,-0.9604876098304089
0.4,1.25,0.05,0.05,-166.1600885503043,-0.9656796589553986
0.4,1.25,0.05,0.05,-164.73564210734122,-0.9574011429336383
0.4,1.25,0.05,0.05,-165.06038720385544,-0.9592884778332845
0.4,1.25,0.05,0.05,-165.7595811050321,-0.9633520127887776
0.4,1.25,0.05,0.05,-165.25845595217908,-0.9604396024083836
0.4,1.25,0.05,0.05,-162.48455653857258,-0.9443184131199153
0.4,1.25,0.05,0.05,-152.81515638988208,-0.8881223487138481
0.4,1.25,0.05,0.05,-170.02318317021616,-0.9881309703841328
0.4,1.25,0.05,0.05,-160.2090504946425,-0.9310937577912797
0.4,1.25,0.05,0.05,-161.65172060369866,-0.9394781850689332
0.4,1.25,0.05,0.05,-159.52127786718077,-0.9270966003383633
0.4,1.25,0.05,0.05,-157.61420415018074,-0.9160131788458558
0.4,1.25,0.05,0.05,-160.33184332628883,-0.9318073981174312
0.4,1.25,0.05,0.05,-161.67874123368253,-0.9396352220142986
0.4,1.25,0.05,0.05,-161.2770096503528,-0.9373004614724251
