"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-166.28368004441563,-0.9803921568627452
0.4,1.25,0.05,0.05,-166.39443249429658,-0.9810451423703284
0.4,1.25,0.05,0.05,-165.4341823781925,-0.9753836025114347
0.4,1.25,0.05,0.05,-165.19933306918062,-0.973998954177104
0.4,1.25,0.05,0.05,-164.2709344488867,-0.96852520759214
0.4,1.25,0.05,0.05,-164.79356602909166,-0.9716065917786392
0.4,1.25,0.05,0.05,-165.01238774535324,-0.9728967430088548
0.4,1.25,0.05,0.05,-164.5630755456727,-0.9702476426495658
0.4,1.25,0.05,0.05,-165.02282658987014,-0.9729582894052802
0.4,1.25,0.05,0.05,-165.75949524865132,-0.9773016150706897
0.4,1.25,0.05,0.05,-165.74543581069855,-0.9772187220129037
0.4,1.25,0.05,0.05,-160.0349479800116,-0.943550249679538
0.4,1.25,0.05,0.05,-157.09737769415293,-0.9262306253621088
0.4,1.25,0.05,0.05,-158.91690083509695,-0.9369583541213912
0.4,1.25,0.05,0.05,-159.09269629213446,-0.9379948267761077
0.4,1.25,0.05,0.05,-161.48535363099091,-0.9521016981687085
0.4,1.25,0.05,0.05,-159.37488593026237,-0.9396585890160019
0.4,1.25,0.05,0.05,-159.27669303951717,-0.9390796534288139
0.4,1.25,0.05,0.05,-159.86495114461565,-0.9425479651254004
0.4,1.25,0.05,0.05,-159.21200498276352,-0.9386982590342046
