"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-161.36040862051033,-0.9803921568627452
0.4123553703510816,1.2889922968746361,0.05313900018460328,0.0559273848216711,-156.0310567211058,-0.9480121272879214
0.4165920139978736,1.53340860007642,0.05273939955617063,0.06379485130310059,-154.65045243833922,-0.9396238638834903
0.4392946423796626,1.112369567595791,0.05839327906634078,0.06850912655947003,-152.1138230879763,-0.924211833502405
0.42252995514374214,1.8391893157189412,0.05368873535315391,0.06556510925292969,-153.24685914879686,-0.9310959240731197
0.4042839626614019,1.9268331342753817,0.05139374940783606,0.0501871343723578,-155.62702683623357,-0.9455573260535092
0.4567972902489976,1.0099701117650037,0.05368873535315391,0.05128998816459566,-150.82391506375282,-0.916374621630953
0.43827366169489623,1.100464908037012,0.05607683719987718,0.06556510925292969,-149.70387879439005,-0.9095695150792737
0.43827366169489623,1.100464908037012,0.05607683719987718,0.06556510925292969,-177.5867172632859,-1.0789798207402228
0.4,1.25,0.05,0.05,-190.5068221777471,-1.1574796809740393
0.43536653821465937,1.4181552774212896,0.05628018409121861,0.06556510925292969,-188.8675864899659,-1.1475200271451391
0.4353193809302598,0.7551898926362166,0.05472068786621095,0.06556510925292969,-162.07180420469217,-0.9847144479198962
0.4,0.28336361894953893,0.05472068786621095,0.06556510925292969,-209.93775176113223,-1.2755379526837063
0.4114972504575145,0.9539073922508101,0.04225854220822452,0.06556510925292969,-178.05652036454262,-1.0818342463064416
0.5241131207473759,0.800884064576334,0.056092550503585595,0.053390552717337364,-151.87891950707473,-0.9227846083837794
0.5241131207473759,0.800884064576334,0.056092550503585595,0.053390552717337364,-152.12201490812953,-0.9242616052915156
