"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-171.8663763671106,-0.9803921568627452
0.4,1.25,0.05,0.05,-169.65717424813857,-0.9677900151515686
0.4,1.25,0.05,0.05,-169.3876219857315,-0.9662523849907743
0.4,1.25,0.05,0.05,-171.6274651191403,-0.9790293148767358
0.4,1.25,0.05,0.05,-170.6532733262302,-0.9734721488199556
0.4,1.25,0.05,0.05,-170.02823401803096,-0.9699066833202902
0.4,1.25,0.05,0.05,-172.2223255182498,-0.9824226282289035
0.4,1.25,0.05,0.05,-170.2519294518999,-0.9711827284288614
0.4,1.25,0.05,0.05,-172.2831260541915,-0.9827694579569184
0.4,1.25,0.05,0.05,-171.96720284584927,-0.9809673100198021
0.4,1.25,0.05,0.05,-168.994433025937,-0.964009483380257
0.4,1.25,0.05,0.05,-170.73194782511501,-0.9739209385325346
0.4,1.25,0.05,0.05,-171.6508088414963,-0.9791624764804979
0.4,1.25,0.05,0.05,-172.13952949450717,-0.9819503277474917
0.4,1.25,0.05,0.05,-172.2151997504879,-0.9823819800988093
0.4,1.25,0.05,0.05,-170.64567495241835,-0.973428804762511
0.4,1.25,0.05,0.05,-170.0490126998757,-0.9700252129427861
0.4,1.25,0.05,0.05,-170.74640579874944,-0.9740034123953979
0.4,1.25,0.05,0.05,-170.37573044454703,-0.971888937082169
0.4,1.25,0.05,0.05,-169.87861911042688,-0.9690532221310494
