"x","y","z"
-0.03455808386206627,0.005526856519281864,0.9980828166007996
-0.03459480404853821,0.005462093744426966,0.9980967044830322
-0.03459610044956207,0.005449168384075165,0.998110830783844
-0.03463421016931534,0.00538931880146265,0.9981294870376587
-0.03461170941591263,0.0054215420968830585,0.9981517195701599
-0.03457508236169815,0.005520088132470846,0.998181164264679
-0.034454017877578735,0.005689672194421291,0.9981697797775269
-0.03432551771402359,0.005838984623551369,0.9981866478919983
-0.03429454565048218,0.005854136310517788,0.9981996417045593
-0.034457866102457047,0.005760586820542812,0.9981948137283325
-0.03469923138618469,0.005546350497752428,0.9982116222381592
-0.03535522148013115,0.005010480061173439,0.9982463121414185
-0.0361977182328701,0.004355802666395903,0.9982312321662903
-0.03730986267328262,0.0032809185795485973,0.9983025193214417
-0.03881978988647461,0.0017728842794895172,0.9983057975769043
-0.04086950048804283,-0.00011771621939260513,0.9983458518981934
-0.04321218281984329,-0.0024473071098327637,0.9983125329017639
-0.04610047861933708,-0.005343234166502953,0.9983328580856323
-0.04973244667053223,-0.008565017953515053,0.9984483122825623
-0.053860053420066833,-0.012258319184184074,0.998602569103241
-0.058294877409935,-0.016832856461405754,0.998542845249176
-0.06358623504638672,-0.021680112928152084,0.9987316131591797
-0.06947614252567291,-0.027194933965802193,0.9989151954650879
-0.07589685916900635,-0.03344488888978958,0.9990359544754028
-0.08278944343328476,-0.040336597710847855,0.999062716960907
-0.09050776809453964,-0.047496434301137924,0.999261736869812
-0.09874631464481354,-0.055503178387880325,0.9994319677352905
-0.10755949467420578,-0.06383533775806427,0.9996572136878967
-0.11702311784029007,-0.07286807149648666,0.9998249411582947
-0.1270165741443634,-0.08233202248811722,0.9999741911888123
-0.13738498091697693,-0.09208310395479202,1.00022292137146
-0.1483960747718811,-0.1023728996515274,1.0003726482391357
-0.16002428531646729,-0.113101527094841,1.0005953311920166
-0.17180070281028748,-0.12419141083955765,1.0006641149520874
-0.18412993848323822,-0.1355993002653122,1.0007421970367432
-0.19698068499565125,-0.1470382660627365,1.0008811950683594
-0.2099643349647522,-0.1588054746389389,1.0009891986846924
-0.22349204123020172,-0.17072390019893646,1.0012105703353882
-0.23705148696899414,-0.1829737424850464,1.001224160194397
-0.2509589195251465,-0.19514372944831848,1.00141441822052
-0.2581113576889038,-0.20127299427986145,1.001512050628662
-0.2793584167957306,-0.21967916190624237,1.0016940832138062
-0.29377326369285583,-0.23195302486419678,1.0017857551574707
-0.30820736289024353,-0.24412892758846283,1.0019011497497559
-0.3155860900878906,-0.25006717443466187,1.0020396709442139
-0.3301669955253601,-0.2620994746685028,1.002133846282959
-0.3446929156780243,-0.2738640308380127,1.0022239685058594
-0.3592917025089264,-0.2853538990020752,1.0023640394210815
-0.37366703152656555,-0.29668402671813965,1.0024678707122803
-0.38815969228744507,-0.30767545104026794,1.0025745630264282
-0.4025105834007263,-0.3182380497455597,1.0026806592941284
-0.4241202175617218,-0.3333858847618103,1.0027960538864136
-0.43830162286758423,-0.34307897090911865,1.0028059482574463
-0.44537630677223206,-0.3477797210216522,1.0028103590011597
-0.4593903720378876,-0.35700559616088867,1.0028148889541626
-0.48017796874046326,-0.36971959471702576,1.0028083324432373
-0.49380916357040405,-0.37781235575675964,1.0027403831481934
-0.5006232261657715,-0.38139426708221436,1.0026921033859253
-0.5207337141036987,-0.3922134339809418,1.0025103092193604
-0.533989667892456,-0.3990129828453064,1.0023236274719238
-0.5473079085350037,-0.40529313683509827,1.0021889209747314
-0.5602676272392273,-0.4110677242279053,1.0019950866699219
-0.566646933555603,-0.41388311982154846,1.0018492937088013
-0.5795305967330933,-0.41882845759391785,1.0017094612121582
-0.592276394367218,-0.4232218563556671,1.0015568733215332
-0.604691207408905,-0.4272534251213074,1.001258373260498
-0.6170505285263062,-0.4308222234249115,1.0011146068572998
-0.6292926073074341,-0.43391692638397217,1.0008387565612793
-0.6414347887039185,-0.4363745450973511,1.0005065202713013
-0.6534630060195923,-0.4385691285133362,1.0003818273544312
-0.6655174493789673,-0.4400694668292999,1.000165581703186
-0.6772016286849976,-0.4412645995616913,0.9999490976333618
-0.6890575885772705,-0.4418123960494995,0.9998429417610168
-0.7006518244743347,-0.4419085383415222,0.999701738357544
-0.7121438384056091,-0.4416413903236389,0.9996430277824402
-0.7236215472221375,-0.44075626134872437,0.9995802640914917
-0.7348865866661072,-0.4395860731601715,0.999502956867218
-0.74605393409729,-0.4378833770751953,0.9994886517524719
-0.7571300864219666,-0.43569302558898926,0.9995070695877075
-0.7681928277015686,-0.43302515149116516,0.9994766116142273
-0.7790539860725403,-0.43000927567481995,0.9995534420013428
-0.789857029914856,-0.42651551961898804,0.9995905160903931
-0.8002893924713135,-0.42257457971572876,0.9995501637458801
-0.8107602000236511,-0.4183984100818634,0.9996465444564819
-0.8210362792015076,-0.4135603606700897,0.9997184872627258
-0.8311379551887512,-0.4082505702972412,0.9997612237930298
-0.8410632014274597,-0.4027196168899536,0.9997981786727905
-0.8507471084594727,-0.39650869369506836,0.9998348355293274
-0.8604174256324768,-0.38990652561187744,0.9998977184295654
-0.8698119521141052,-0.3829742670059204,0.9999276995658875
-0.8789631128311157,-0.3756609261035919,0.9999618530273438
-0.8879104852676392,-0.367836594581604,1.000104546546936
-0.8967325687408447,-0.3594890534877777,1.0001394748687744
-0.9051748514175415,-0.3509107232093811,1.0002020597457886
-0.9134603142738342,-0.3418169319629669,1.000270128250122
-0.9214014410972595,-0.3324212431907654,1.0003111362457275
-0.9291958212852478,-0.3225838243961334,1.0002914667129517
-0.9368339776992798,-0.3122018277645111,1.0004597902297974
-0.9442229866981506,-0.3014049232006073,1.00054931640625
-0.9510909914970398,-0.29037022590637207,1.000500202178955
-0.9579431414604187,-0.2788742184638977,1.0005853176116943
-0.9643306732177734,-0.2671797275543213,1.000573992729187
-0.9706162810325623,-0.2550325095653534,1.0006496906280518
-0.9764581918716431,-0.2425204962491989,1.0007320642471313
-0.9821402430534363,-0.22980497777462006,1.0008195638656616
-0.9873172044754028,-0.21682552993297577,1.0007859468460083
-0.992285430431366,-0.2035297155380249,1.000820279121399
-0.9969404935836792,-0.18983341753482819,1.0008350610733032
-1.0015544891357422,-0.1758727878332138,1.001076340675354
-1.0054404735565186,-0.16181594133377075,1.0010393857955933
-1.009242057800293,-0.1474475860595703,1.0011186599731445
-1.0126521587371826,-0.13302183151245117,1.00114905834198
-1.0157864093780518,-0.11819509416818619,1.0012496709823608
-1.018542766571045,-0.10349415987730026,1.0012028217315674
-1.0210782289505005,-0.08824553340673447,1.0011799335479736
-1.0232374668121338,-0.07319282740354538,1.0012012720108032
-1.0251635313034058,-0.057853590697050095,1.001230239868164
-1.0266469717025757,-0.04259801656007767,1.0011333227157593
-1.0277645587921143,-0.02728729136288166,1.0009478330612183
-1.0286836624145508,-0.011790599673986435,1.0009114742279053
-1.0292845964431763,0.003795890137553215,1.0009057521820068
-1.0295130014419556,0.01911301538348198,1.0008811950683594
-1.029456377029419,0.03451460599899292,1.000718355178833
-1.028909683227539,0.04981790855526924,1.0005890130996704
-1.0282617807388306,0.06513585895299911,1.0005981922149658
-1.0272319316864014,0.08062062412500381,1.000625729560852
-1.0259716510772705,0.0956224575638771,1.000624418258667
-1.024411916732788,0.11076735705137253,1.0006844997406006
-1.0223692655563354,0.12582099437713623,1.0006638765335083
-1.021223783493042,0.13307128846645355,1.0005139112472534
-1.0175002813339233,0.15515780448913574,1.0006438493728638
-1.0159952640533447,0.16257330775260925,1.0006047487258911
-1.0129698514938354,0.1769704967737198,1.0007524490356445
-1.00961434841156,0.19131582975387573,1.0007548332214355
-1.005817174911499,0.20516519248485565,1.000728964805603
-1.001880168914795,0.21890859305858612,1.0007654428482056
-0.9976451992988586,0.23262479901313782,1.0009108781814575
-0.9929197430610657,0.24572813510894775,1.0007883310317993
-0.9881662130355835,0.25882458686828613,1.0009217262268066
-0.9828068614006042,0.2715902626514435,1.0008530616760254
-0.9775294065475464,0.2840878963470459,1.0009304285049438
-0.9716142416000366,0.2961845397949219,1.0008972883224487
-0.9655622839927673,0.3079407811164856,1.0009392499923706
-0.9592170715332031,0.31918707489967346,1.0008574724197388
-0.952647864818573,0.33021339774131775,1.0009746551513672
-0.9456087946891785,0.3407520055770874,1.0009702444076538
-0.9383862018585205,0.351027250289917,1.0009911060333252
-0.9308807253837585,0.36084359884262085,1.001117467880249
-0.9229087829589844,0.3700709044933319,1.0010651350021362
-0.9150039553642273,0.3790130615234375,1.0011969804763794
-0.9066748023033142,0.3879120349884033,1.0013941526412964
-0.898116409778595,0.3959677517414093,1.00148606300354
-0.8891849517822266,0.4035927653312683,1.0015361309051514
-0.8799190521240234,0.41052404046058655,1.0016355514526367
-0.870442807674408,0.417117178440094,1.0016626119613647
-0.8605847954750061,0.4229765236377716,1.001634120941162
-0.8505868911743164,0.4283798336982727,1.001657247543335
-0.8403434753417969,0.4334249198436737,1.001695990562439
-0.8299188613891602,0.4377070367336273,1.0018575191497803
-0.8190962672233582,0.44161131978034973,1.002028465270996
-0.8078316450119019,0.4450128972530365,1.0018290281295776
-0.7965466380119324,0.44795238971710205,1.0020215511322021
-0.7848436832427979,0.4502049684524536,1.0020443201065063
-0.7731741070747375,0.4520775079727173,1.002374529838562
-0.7610374093055725,0.45324262976646423,1.0024404525756836
-0.748701274394989,0.45406574010849,1.0027132034301758
-0.7362766265869141,0.4542921483516693,1.002946138381958
-0.7235559225082397,0.45385465025901794,1.0031572580337524
-0.7169313430786133,0.45342475175857544,1.003169059753418
-0.703818678855896,0.4522329270839691,1.0034009218215942
-0.6905068159103394,0.4505190849304199,1.0037354230880737
-0.66994708776474,0.44708728790283203,1.0040132999420166
-0.6629533767700195,0.4453856348991394,1.0040150880813599
-0.6488829851150513,0.4420137107372284,1.004278540611267
-0.6345568299293518,0.43800660967826843,1.0044130086898804
-0.6199877262115479,0.4333643913269043,1.0044991970062256
-0.6053510904312134,0.42833516001701355,1.0046645402908325
-0.590441882610321,0.4228438436985016,1.0048761367797852
-0.5752209424972534,0.41665568947792053,1.0049399137496948
-0.5600285530090332,0.40992462635040283,1.0050877332687378
-0.5444650650024414,0.40298163890838623,1.005298137664795
-0.5287185311317444,0.3952646255493164,1.0054211616516113
-0.5128498077392578,0.3873097896575928,1.0056263208389282
-0.49697715044021606,0.37886136770248413,1.0058846473693848
-0.4807291626930237,0.369914710521698,1.0060399770736694
-0.4644528329372406,0.36055368185043335,1.0062378644943237
-0.4479166567325592,0.35084208846092224,1.0064830780029297
-0.43130749464035034,0.34076929092407227,1.006699800491333
-0.41464096307754517,0.33039334416389465,1.0068864822387695
-0.39765673875808716,0.3194872736930847,1.0071039199829102
-0.3807937502861023,0.3082866966724396,1.0073349475860596
-0.36362355947494507,0.2966344356536865,1.0074788331985474
-0.34620076417922974,0.28458860516548157,1.0075843334197998
-0.3290337324142456,0.27241072058677673,1.0078551769256592
-0.3117029070854187,0.25975701212882996,1.008041501045227
-0.2941635251045227,0.24691762030124664,1.0082038640975952
-0.276624470949173,0.23382282257080078,1.0083973407745361
-0.25887203216552734,0.22034448385238647,1.00848388671875
-0.24116644263267517,0.20646923780441284,1.0086227655410767
-0.22340534627437592,0.19254560768604279,1.0087332725524902
-0.2053612470626831,0.17851731181144714,1.008795142173767
-0.18743017315864563,0.16408799588680267,1.0089175701141357
-0.1694137156009674,0.14926466345787048,1.008833408355713
-0.1514924168586731,0.13453373312950134,1.0088272094726562
-0.1334294080734253,0.11969944834709167,1.008914828300476
