"P_xy","P_z","I_xy","I_z","cost","norm_cost"
0.4,1.25,0.05,0.05,-172.53503231286825,-0.9803921568627452
0.4,1.25,0.05,0.05,-171.81157095611798,-0.9762812477305923
0.4,1.25,0.05,0.05,-172.12830514886747,-0.9780810197201948
0.4,1.25,0.05,0.05,-172.7396690782047,-0.981554960016703
0.4,1.25,0.05,0.05,-173.18915658925903,-0.9841090733729188
0.4,1.25,0.05,0.05,-172.94821934713502,-0.9827400007891771
0.4,1.25,0.05,0.05,-171.53980841378143,-0.9747370171968611
0.4,1.25,0.05,0.05,-171.78474245758164,-0.9761288007220467
0.4,1.25,0.05,0.05,-172.36050288404311,-0.9794004319888562
0.4,1.25,0.05,0.05,-171.6320513236775,-0.975261167128478
0.4,1.25,0.05,0.05,-168.4485297407653,-0.9571715099194382
0.4,1.25,0.05,0.05,-161.91892664910944,-0.9200684846806114
0.4,1.25,0.05,0.05,-162.98936948047447,-0.9261510392909539
0.4,1.25,0.05,0.05,-163.10317960434497,-0.9267977401453745
0.4,1.25,0.05,0.05,-164.4397621796816,-0.9343925749814862
0.4,1.25,0.05,0.05,-164.650868786508,-0.9355921415786003
0.4,1.25,0.05,0.05,-162.6600364934745,-0.9242796774398404
0.4,1.25,0.05,0.05,-164.5834826695328,-0.9352092348745049
0.4,1.25,0.05,0.05,-163.09044797176728,-0.9267253954594524
0.4,1.25,0.05,0.05,-162.8532932034245,-0.9253778159463003
